record_id,start,end
OX103876.1,2427849,2427864
OX103876.1,2442838,2442856
OX103876.1,2461257,2461270
OX103876.1,2479837,2479852
OX103876.1,2549121,2549136
OX103876.1,2566671,2566686
OX103876.1,2591490,2591505
OX103876.1,2609958,2609971
OX103876.1,2610272,2610289
OX103876.1,2610329,2610342
OX103876.1,2659043,2659055
OX103876.1,2685658,2685673
OX103876.1,2689428,2689442
OX103876.1,2689479,2689492
OX103876.1,2693590,2693606
OX103876.1,2701592,2701607
OX103876.1,2706678,2706690
OX103876.1,2732187,2732201
OX103876.1,2743189,2743204
OX103876.1,2761083,2761096
OX103876.1,2806979,2806996
OX103876.1,2811720,2811735
OX103876.1,2816029,2816044
OX103876.1,2824037,2824050
OX103876.1,2865044,2865057
OX103876.1,2872274,2872289
OX103876.1,2894537,2894549
OX103876.1,2896686,2896700
OX103876.1,2972548,2972564
OX103876.1,2982325,2982341
OX103876.1,3003191,3003206
OX103876.1,3004532,3004549
OX103876.1,3022745,3022756
OX103876.1,3024317,3024333
OX103876.1,3038190,3038206
OX103876.1,3039078,3039097
OX103876.1,3042973,3042990
OX103876.1,3047070,3047081
OX103876.1,3050364,3050384
OX103876.1,3057145,3057161
OX103876.1,3081476,3081489
OX103876.1,3095466,3095486
OX103876.1,3116314,3116326
OX103876.1,3141282,3141297
OX103876.1,3169924,3169935
OX103876.1,3177768,3177786
OX103876.1,3186943,3186958
OX103876.1,3190944,3190960
OX103876.1,3198336,3198354
OX103876.1,3257628,3257642
OX103876.1,3265649,3265663
OX103876.1,3278066,3278077
OX103876.1,3278724,3278736
OX103876.1,3279715,3279731
OX103876.1,3332643,3332659
OX103876.1,3346904,3346921
OX103876.1,3347221,3347232
OX103876.1,3440418,3440433
OX103876.1,3449025,3449038
OX103876.1,3454724,3454739
OX103876.1,3499251,3499267
OX103876.1,3556961,3556973
OX103876.1,3588867,3588881
OX103876.1,3598078,3598092
OX103876.1,3599855,3599868
OX103876.1,3615416,3615432
OX103876.1,3629698,3629714
OX103876.1,3634114,3634129
OX103876.1,3703473,3703487
OX103876.1,3705980,3705996
OX103876.1,3706989,3707006
OX103876.1,3818260,3818274
OX103876.1,3851632,3851645
OX103876.1,3851681,3851699
OX103876.1,3898080,3898093
OX103876.1,3901112,3901128
OX103876.1,3905685,3905702
OX103876.1,3906372,3906384
OX103876.1,3932444,3932457
OX103876.1,3955342,3955356
OX103876.1,3982684,3982699
OX103876.1,3998277,3998293
OX103876.1,4005900,4005915
OX103876.1,4011652,4011667
OX103876.1,4015462,4015477
OX103876.1,4015626,4015642
OX103876.1,4023862,4023879
OX103876.1,4023971,4023988
OX103876.1,4025258,4025275
OX103876.1,4030368,4030383
OX103876.1,4059693,4059708
OX103876.1,4078533,4078548
OX103876.1,4092820,4092834
OX103876.1,4099410,4099421
OX103876.1,4156156,4156173
OX103876.1,4237238,4237253
OX103876.1,4259494,4259508
OX103876.1,4261418,4261433
OX103876.1,4269722,4269734
OX103876.1,4290359,4290375
OX103876.1,4304913,4304932
OX103876.1,4319731,4319742
OX103876.1,4399701,4399712
OX103876.1,4405514,4405529
OX103876.1,4410531,4410541
OX103876.1,4425466,4425481
OX103876.1,4463764,4463781
OX103876.1,4464139,4464155
OX103876.1,4476804,4476820
OX103876.1,4485940,4485957
OX103876.1,4501422,4501439
OX103876.1,4503491,4503506
OX103876.1,4535769,4535787
OX103876.1,4535946,4535957
OX103876.1,4569947,4569959
OX103876.1,4597915,4597928
OX103876.1,4601814,4601831
OX103876.1,4606281,4606297
OX103876.1,4616299,4616315
OX103876.1,4633689,4633702
OX103876.1,4646541,4646558
OX103876.1,4648885,4648898
OX103876.1,4652228,4652243
OX103876.1,4665420,4665432
OX103876.1,4672853,4672872
OX103876.1,4683456,4683467
OX103876.1,4699057,4699073
OX103876.1,4701225,4701244
OX103876.1,4705093,4705108
OX103876.1,4705263,4705279
OX103876.1,4723483,4723496
OX103876.1,4725486,4725501
OX103876.1,4725981,4725992
OX103876.1,4762144,4762155
OX103876.1,4775784,4775798
OX103876.1,4775954,4775969
OX103876.1,4785922,4785937
OX103876.1,4805588,4805603
OX103876.1,4822014,4822026
OX103876.1,4840074,4840087
OX103876.1,4847309,4847326
OX103876.1,4849416,4849429
OX103876.1,4856229,4856243
OX103876.1,4871538,4871550
OX103876.1,4886066,4886081
OX103876.1,4892559,4892576
OX103876.1,4928967,4928982
OX103876.1,4972617,4972634
OX103876.1,5054073,5054088
OX103876.1,5082868,5082880
OX103876.1,5142148,5142160
OX103876.1,5149710,5149724
OX103876.1,5151851,5151867
OX103876.1,5155937,5155955
OX103876.1,5217798,5217810
OX103876.1,5217849,5217866
OX103876.1,5231743,5231755
OX103876.1,5231778,5231792
OX103876.1,5233830,5233845
OX103876.1,5240901,5240912
OX103876.1,5262099,5262114
OX103876.1,5275406,5275423
OX103876.1,5281342,5281357
OX103876.1,5295027,5295043
OX103876.1,5299347,5299361
OX103876.1,5314465,5314481
OX103876.1,5323161,5323174
OX103876.1,5330535,5330550
OX103876.1,5332539,5332550
OX103876.1,5340051,5340068
OX103876.1,5387791,5387806
OX103876.1,5387842,5387854
OX103876.1,5405236,5405252
OX103876.1,5422891,5422905
OX103876.1,5432947,5432964
OX103876.1,5434066,5434081
OX103876.1,5479123,5479140
OX103876.1,5504137,5504152
OX103876.1,5506689,5506706
OX103876.1,5518678,5518695
OX103876.1,5523883,5523899
OX103876.1,5526386,5526397
OX103876.1,5560050,5560068
OX103876.1,5600847,5600864
OX103876.1,5605776,5605791
OX103876.1,5629514,5629529
OX103876.1,5629573,5629589
OX103876.1,5636132,5636146
OX103876.1,5656388,5656401
OX103876.1,5656437,5656452
OX103876.1,5659387,5659399
OX103876.1,5664451,5664464
OX103876.1,5664486,5664499
OX103876.1,5677647,5677659
OX103876.1,5702550,5702564
OX103876.1,5736624,5736642
OX103876.1,5763214,5763229
OX103876.1,5774637,5774654
OX103876.1,5783674,5783688
OX103876.1,5794290,5794302
OX103876.1,5803717,5803732
OX103876.1,5808187,5808202
OX103876.1,5811103,5811120
OX103876.1,5812764,5812780
OX103876.1,5821023,5821034
OX103876.1,5840592,5840603
OX103876.1,5841926,5841936
OX103876.1,5842598,5842613
OX103876.1,5847011,5847027
OX103876.1,5847290,5847307
OX103876.1,5847690,5847707
OX103876.1,5940400,5940414
OX103876.1,5944081,5944094
OX103876.1,5976132,5976144
OX103876.1,5976192,5976206
OX103876.1,5979395,5979405
OX103876.1,5980530,5980545
OX103876.1,5983193,5983205
OX103876.1,5993331,5993347
OX103876.1,6022212,6022224
OX103876.1,6085542,6085557
OX103876.1,6104285,6104297
OX103876.1,6157477,6157490
OX103876.1,6176498,6176512
OX103876.1,6186707,6186722
OX103876.1,6190593,6190607
OX103876.1,6230015,6230029
OX103876.1,6232206,6232220
OX103876.1,6289001,6289015
OX103876.1,6289319,6289331
OX103876.1,6289373,6289387
OX103876.1,6318457,6318473
OX103876.1,6321781,6321796
OX103876.1,6349477,6349496
OX103876.1,6367740,6367756
OX103876.1,6368982,6368995
OX103876.1,6394813,6394829
OX103876.1,6423475,6423490
OX103876.1,6435629,6435646
OX103876.1,6450425,6450443
OX103876.1,6458072,6458089
OX103876.1,6458948,6458963
OX103876.1,6460998,6461014
OX103876.1,6473938,6473952
OX103876.1,6522882,6522895
OX103876.1,6566951,6566963
OX103876.1,6643353,6643368
OX103876.1,6648919,6648936
OX103876.1,6663285,6663296
OX103876.1,6676515,6676526
OX103876.1,6694713,6694724
OX103876.1,6697517,6697531
OX103876.1,6721181,6721193
OX103876.1,6752036,6752047
OX103876.1,6752488,6752504
OX103876.1,6754257,6754271
OX103876.1,6773625,6773640
OX103876.1,6774901,6774916
OX103876.1,6783959,6783978
OX103876.1,6784412,6784428
OX103876.1,6794670,6794687
OX103876.1,6799865,6799882
OX103876.1,6829909,6829919
OX103876.1,6838406,6838418
OX103876.1,6856209,6856224
OX103876.1,6892174,6892189
OX103876.1,6911666,6911679
OX103876.1,6943601,6943616
OX103876.1,6946582,6946599
OX103876.1,7001919,7001933
OX103876.1,7001961,7001977
OX103876.1,7003105,7003122
OX103876.1,7023732,7023747
OX103876.1,7032796,7032809
OX103876.1,7085870,7085882
OX103876.1,7100411,7100425
OX103876.1,7143223,7143238
OX103876.1,7160022,7160038
OX103876.1,7169967,7169982
OX103876.1,7180317,7180331
OX103876.1,7184902,7184917
OX103876.1,7195708,7195724
OX103876.1,7205119,7205136
OX103876.1,7229946,7229956
OX103876.1,7233260,7233279
OX103876.1,7256417,7256431
OX103876.1,7291878,7291889
OX103876.1,7311040,7311051
OX103876.1,7330507,7330521
OX103876.1,7343548,7343563
OX103876.1,7377152,7377164
OX103876.1,7409182,7409195
OX103876.1,7423560,7423578
OX103876.1,7452421,7452435
OX103876.1,7454073,7454089
OX103876.1,7468483,7468495
OX103876.1,7469346,7469360
OX103876.1,7470474,7470487
OX103876.1,7477081,7477093
OX103876.1,7482420,7482435
OX103876.1,7505661,7505674
OX103876.1,7509576,7509588
OX103876.1,7512524,7512536
OX103876.1,7518974,7518991
OX103876.1,7525290,7525306
OX103876.1,7556678,7556693
OX103876.1,7621274,7621288
OX103876.1,7637113,7637128
OX103876.1,7658887,7658902
OX103876.1,7689689,7689702
OX103876.1,7705590,7705606
OX103876.1,7739968,7739985
OX103876.1,7751963,7751973
OX103876.1,7772838,7772853
OX103876.1,7796847,7796864
OX103876.1,7797191,7797210
OX103876.1,7850102,7850115
OX103876.1,7884721,7884737
OX103876.1,7891195,7891207
OX103876.1,7916127,7916144
OX103876.1,7923768,7923779
OX103876.1,7974021,7974036
OX103876.1,7979070,7979085
OX103876.1,8035084,8035096
OX103876.1,8106580,8106598
OX103876.1,8111987,8112004
OX103876.1,8128869,8128886
OX103876.1,8134220,8134236
OX103876.1,8147528,8147543
OX103876.1,8150422,8150437
OX103876.1,8154655,8154671
OX103876.1,8175886,8175906
OX103876.1,8187192,8187206
OX103876.1,8244353,8244369
OX103876.1,8267786,8267803
OX103876.1,8285953,8285971
OX103876.1,8293604,8293615
OX103876.1,8301077,8301092
OX103876.1,8309492,8309503
OX103876.1,8311018,8311030
OX103876.1,8312895,8312910
OX103876.1,8323305,8323321
OX103876.1,8333207,8333220
OX103876.1,8335869,8335887
OX103876.1,8338505,8338518
OX103876.1,8349638,8349653
OX103876.1,8357751,8357768
OX103876.1,8358425,8358440
OX103876.1,8365923,8365940
OX103876.1,8367408,8367425
OX103876.1,8396825,8396841
OX103876.1,8406551,8406568
OX103876.1,8425091,8425106
OX103876.1,8447796,8447812
OX103876.1,8597222,8597237
OX103876.1,8604850,8604863
OX103876.1,8638793,8638806
OX103876.1,8638926,8638941
OX103876.1,8639288,8639306
OX103876.1,8671908,8671924
OX103876.1,8687939,8687954
OX103876.1,8738802,8738818
OX103876.1,8738857,8738870
OX103876.1,8761087,8761104
OX103876.1,8765332,8765345
OX103876.1,8766727,8766742
OX103876.1,8766782,8766795
OX103876.1,8768627,8768643
OX103876.1,8785062,8785074
OX103876.1,8809417,8809429
OX103876.1,8813290,8813305
OX103876.1,8824047,8824061
OX103876.1,8830236,8830252
OX103876.1,8832818,8832836
OX103876.1,8855210,8855227
OX103876.1,8915625,8915642
OX103876.1,8949027,8949043
OX103876.1,8993226,8993242
OX103876.1,9017626,9017641
OX103876.1,9038871,9038886
OX103876.1,9039260,9039274
OX103876.1,9046881,9046897
OX103876.1,9075956,9075968
OX103876.1,9090003,9090019
OX103876.1,9094773,9094787
OX103876.1,9099451,9099464
OX103876.1,9106314,9106329
OX103876.1,9106714,9106729
OX103876.1,9107114,9107129
OX103876.1,9107168,9107182
OX103876.1,9107513,9107529
OX103876.1,9114790,9114804
OX103876.1,9129440,9129458
OX103876.1,9169661,9169676
OX103876.1,9208416,9208432
OX103876.1,9273441,9273459
OX103876.1,9281039,9281053
OX103876.1,9362001,9362022
OX103876.1,9366613,9366626
OX103876.1,9384527,9384544
OX103876.1,9392867,9392881
OX103876.1,9477368,9477383
OX103876.1,9485879,9485894
OX103876.1,9498235,9498251
OX103876.1,9507650,9507667
OX103876.1,9515376,9515391
OX103876.1,9554205,9554215
OX103876.1,9572347,9572359
OX103876.1,9590881,9590896
OX103876.1,9607299,9607314
OX103876.1,9608415,9608429
OX103876.1,9619450,9619461
OX103876.1,9655843,9655858
OX103876.1,9666495,9666513
OX103876.1,9679425,9679438
OX103876.1,9690580,9690596
OX103876.1,9700303,9700319
OX103876.1,9712355,9712367
OX103876.1,9720074,9720091
OX103876.1,9753893,9753907
OX103876.1,9760809,9760821
OX103876.1,9764472,9764489
OX103876.1,9765880,9765895
OX103876.1,9768752,9768767
OX103876.1,9771128,9771144
OX103876.1,9772218,9772232
OX103876.1,9772820,9772837
OX103876.1,9829340,9829358
OX103876.1,9831892,9831907
OX103876.1,9848613,9848628
OX103876.1,9850857,9850870
OX103876.1,9859369,9859384
OX103876.1,9870472,9870487
OX103876.1,9882976,9882994
OX103876.1,9923963,9923978
OX103877.1,2206,2218
OX103877.1,3691,3706
OX103877.1,39107,39121
OX103877.1,179917,179931
OX103877.1,180497,180508
OX103877.1,204946,204963
OX103877.1,243174,243189
OX103877.1,247323,247338
OX103877.1,280895,280910
OX103877.1,292106,292117
OX103877.1,333937,333950
OX103877.1,392263,392276
OX103877.1,404134,404148
OX103877.1,423496,423507
OX103877.1,432474,432485
OX103877.1,465732,465743
OX103877.1,531050,531067
OX103877.1,551324,551338
OX103877.1,596417,596430
OX103877.1,598117,598132
OX103877.1,740640,740655
OX103877.1,764738,764750
OX103877.1,786798,786814
OX103877.1,799936,799951
OX103877.1,808591,808607
OX103877.1,831326,831340
OX103877.1,838453,838471
OX103877.1,850035,850051
OX103877.1,862473,862490
OX103877.1,865167,865184
OX103877.1,865272,865288
OX103877.1,907786,907801
OX103877.1,932844,932856
OX103877.1,959210,959225
OX103877.1,961955,961969
OX103877.1,963279,963296
OX103877.1,1002050,1002062
OX103877.1,1028549,1028565
OX103877.1,1050354,1050371
OX103877.1,1060924,1060936
OX103877.1,1116817,1116833
OX103877.1,1117825,1117840
OX103877.1,1123205,1123223
OX103877.1,1164541,1164556
OX103877.1,1164590,1164605
OX103877.1,1172343,1172354
OX103877.1,1181654,1181666
OX103877.1,1232491,1232508
OX103877.1,1240370,1240385
OX103877.1,1247808,1247826
OX103877.1,1258937,1258953
OX103877.1,1266501,1266519
OX103877.1,1289206,1289217
OX103877.1,1291031,1291045
OX103877.1,1294422,1294437
OX103877.1,1313100,1313118
OX103877.1,1354511,1354527
OX103877.1,1357875,1357888
OX103877.1,1381432,1381449
OX103877.1,1392146,1392163
OX103877.1,1398236,1398249
OX103877.1,1406780,1406797
OX103877.1,1468796,1468807
OX103877.1,1504310,1504322
OX103877.1,1509570,1509588
OX103877.1,1513275,1513292
OX103877.1,1518803,1518818
OX103877.1,1547717,1547729
OX103877.1,1569756,1569771
OX103877.1,1572930,1572941
OX103877.1,1619475,1619491
OX103877.1,1624734,1624750
OX103877.1,1682144,1682159
OX103877.1,1686342,1686358
OX103877.1,1686395,1686409
OX103877.1,1688385,1688400
OX103877.1,1730736,1730747
OX103877.1,1730931,1730947
OX103877.1,1731670,1731682
OX103877.1,1732397,1732407
OX103877.1,1783548,1783563
OX103877.1,1802182,1802199
OX103877.1,1811588,1811604
OX103877.1,1817803,1817817
OX103877.1,1849770,1849782
OX103877.1,1858557,1858572
OX103877.1,1873528,1873544
OX103877.1,1927264,1927279
OX103877.1,1981976,1981991
OX103877.1,1982686,1982702
OX103877.1,1999817,1999832
OX103877.1,2005595,2005608
OX103877.1,2009305,2009322
OX103877.1,2009361,2009374
OX103877.1,2013398,2013412
OX103877.1,2048565,2048578
OX103877.1,2058968,2058985
OX103877.1,2065059,2065075
OX103877.1,2080008,2080024
OX103877.1,2119804,2119820
OX103877.1,2128515,2128529
OX103877.1,2140749,2140765
OX103877.1,2154276,2154293
OX103877.1,2154640,2154655
OX103877.1,2179431,2179446
OX103877.1,2191646,2191660
OX103877.1,2194444,2194459
OX103877.1,2206405,2206421
OX103877.1,2210056,2210070
OX103877.1,2230513,2230526
OX103877.1,2234932,2234947
OX103877.1,2246817,2246835
OX103877.1,2269332,2269349
OX103877.1,2269605,2269620
OX103877.1,2282555,2282568
OX103877.1,2298286,2298298
OX103877.1,2305276,2305290
OX103877.1,2305958,2305968
OX103877.1,2306929,2306945
OX103877.1,2321362,2321377
OX103877.1,2325175,2325189
OX103877.1,2326328,2326343
OX103877.1,2333901,2333916
OX103877.1,2342552,2342567
OX103877.1,2389597,2389616
OX103877.1,2394813,2394826
OX103877.1,2395391,2395404
OX103877.1,2399155,2399166
OX103877.1,2404646,2404658
OX103877.1,2408265,2408280
OX103877.1,2412191,2412208
OX103877.1,2420656,2420673
OX103877.1,2464686,2464698
OX103877.1,2464737,2464754
OX103877.1,2481907,2481921
OX103877.1,2507160,2507175
OX103877.1,2534611,2534626
OX103877.1,2535609,2535621
OX103877.1,2562384,2562399
OX103877.1,2628606,2628620
OX103877.1,2630679,2630695
OX103877.1,2631753,2631765
OX103877.1,2633548,2633562
OX103877.1,2634793,2634808
OX103877.1,2636038,2636052
OX103877.1,2637282,2637298
OX103877.1,2638528,2638542
OX103877.1,2659790,2659805
OX103877.1,2681051,2681068
OX103877.1,2707693,2707707
OX103877.1,2709519,2709534
OX103877.1,2742798,2742813
OX103877.1,2757377,2757392
OX103877.1,2761599,2761613
OX103877.1,2774082,2774097
OX103877.1,2779909,2779924
OX103877.1,2793819,2793834
OX103877.1,2801258,2801273
OX103877.1,2801308,2801323
OX103877.1,2807386,2807399
OX103877.1,2827988,2828005
OX103877.1,2834133,2834143
OX103877.1,2844414,2844426
OX103877.1,2849239,2849254
OX103877.1,2852264,2852277
OX103877.1,2860978,2860992
OX103877.1,2870089,2870102
OX103877.1,2902107,2902124
OX103877.1,2928260,2928273
OX103877.1,2952232,2952247
OX103877.1,3017037,3017049
OX103877.1,3025182,3025197
OX103877.1,3095542,3095557
OX103877.1,3113756,3113771
OX103877.1,3149111,3149123
OX103877.1,3158759,3158771
OX103877.1,3168624,3168637
OX103877.1,3189083,3189098
OX103877.1,3251031,3251046
OX103877.1,3299154,3299169
OX103877.1,3327448,3327462
OX103877.1,3327506,3327523
OX103877.1,3332229,3332246
OX103877.1,3333456,3333474
OX103877.1,3357888,3357903
OX103877.1,3416722,3416738
OX103877.1,3430352,3430367
OX103877.1,3472167,3472178
OX103877.1,3481853,3481866
OX103877.1,3481889,3481904
OX103877.1,3485715,3485733
OX103877.1,3506196,3506210
OX103877.1,3506246,3506260
OX103877.1,3526143,3526156
OX103877.1,3530819,3530834
OX103877.1,3543004,3543018
OX103877.1,3548915,3548929
OX103877.1,3549211,3549230
OX103877.1,3551088,3551103
OX103877.1,3551129,3551146
OX103877.1,3610902,3610914
OX103877.1,3700959,3700976
OX103877.1,3718002,3718015
OX103877.1,3726946,3726961
OX103877.1,3729297,3729309
OX103877.1,3732169,3732183
OX103877.1,3748809,3748825
OX103877.1,3764655,3764672
OX103877.1,3766674,3766691
OX103877.1,3777591,3777608
OX103877.1,3782235,3782249
OX103877.1,3812761,3812776
OX103877.1,3816794,3816809
OX103877.1,3817004,3817020
OX103877.1,3844140,3844155
OX103877.1,3847200,3847214
OX103877.1,3910946,3910958
OX103877.1,3912693,3912708
OX103877.1,3931405,3931420
OX103877.1,3931454,3931471
OX103877.1,3946794,3946811
OX103877.1,3954675,3954689
OX103877.1,3956991,3957005
OX103877.1,3987125,3987143
OX103877.1,3990895,3990911
OX103877.1,4023913,4023931
OX103877.1,4068194,4068207
OX103877.1,4078226,4078242
OX103877.1,4092254,4092267
OX103877.1,4103802,4103819
OX103877.1,4114458,4114472
OX103877.1,4119504,4119518
OX103877.1,4128678,4128691
OX103877.1,4132929,4132945
OX103877.1,4148420,4148437
OX103877.1,4152500,4152511
OX103877.1,4170490,4170506
OX103877.1,4175957,4175972
OX103877.1,4177580,4177595
OX103877.1,4221576,4221589
OX103877.1,4234300,4234315
OX103877.1,4234389,4234406
OX103877.1,4245932,4245948
OX103877.1,4269846,4269859
OX103877.1,4270166,4270181
OX103877.1,4293501,4293516
OX103877.1,4310740,4310756
OX103877.1,4327080,4327095
OX103877.1,4327132,4327149
OX103877.1,4361844,4361859
OX103877.1,4397897,4397907
OX103877.1,4411740,4411752
OX103877.1,4415760,4415777
OX103877.1,4419484,4419499
OX103877.1,4431547,4431563
OX103877.1,4439474,4439489
OX103877.1,4439698,4439710
OX103877.1,4453030,4453045
OX103877.1,4455337,4455353
OX103877.1,4458421,4458435
OX103877.1,4458816,4458829
OX103877.1,4463039,4463056
OX103877.1,4511728,4511745
OX103877.1,4527694,4527708
OX103877.1,4537788,4537805
OX103877.1,4581166,4581180
OX103877.1,4605428,4605443
OX103877.1,4613249,4613261
OX103877.1,4613301,4613316
OX103877.1,4632829,4632839
OX103877.1,4636723,4636740
OX103877.1,4641658,4641673
OX103877.1,4642111,4642126
OX103877.1,4655876,4655891
OX103877.1,4656235,4656251
OX103877.1,4711016,4711029
OX103877.1,4763711,4763724
OX103877.1,4834138,4834152
OX103877.1,4838376,4838391
OX103877.1,4869452,4869468
OX103877.1,4899376,4899389
OX103877.1,4912657,4912671
OX103877.1,4920411,4920427
OX103877.1,4921626,4921639
OX103877.1,4924979,4924996
OX103877.1,4941662,4941679
OX103877.1,4974364,4974381
OX103877.1,5011684,5011700
OX103877.1,5120194,5120207
OX103877.1,5135637,5135651
OX103877.1,5190470,5190487
OX103877.1,5221992,5222009
OX103877.1,5242833,5242845
OX103877.1,5244121,5244137
OX103877.1,5301362,5301378
OX103877.1,5372734,5372752
OX103877.1,5417283,5417297
OX103877.1,5449683,5449696
OX103877.1,5450801,5450814
OX103877.1,5555779,5555791
OX103877.1,5569997,5570008
OX103877.1,5581748,5581763
OX103877.1,5692728,5692739
OX103877.1,5706029,5706040
OX103877.1,5739372,5739389
OX103877.1,5739713,5739724
OX103877.1,5838970,5838987
OX103877.1,5850346,5850361
OX103877.1,5856635,5856648
OX103877.1,5867989,5868003
OX103877.1,5904548,5904565
OX103877.1,5948445,5948458
OX103877.1,5980918,5980933
OX103877.1,5985707,5985722
OX103877.1,5993119,5993135
OX103877.1,6018073,6018088
OX103877.1,6026411,6026425
OX103877.1,6034468,6034483
OX103877.1,6051115,6051131
OX103877.1,6056028,6056041
OX103877.1,6061215,6061230
OX103877.1,6062092,6062107
OX103877.1,6078529,6078544
OX103877.1,6085523,6085539
OX103877.1,6106546,6106561
OX103877.1,6128917,6128932
OX103877.1,6134741,6134758
OX103877.1,6140376,6140391
OX103877.1,6147952,6147966
OX103877.1,6151494,6151511
OX103877.1,6160210,6160224
OX103877.1,6170020,6170037
OX103877.1,6192042,6192058
OX103877.1,6192094,6192109
OX103877.1,6194568,6194583
OX103877.1,6205800,6205818
OX103877.1,6212075,6212090
OX103877.1,6275297,6275310
OX103877.1,6287893,6287910
OX103877.1,6304677,6304694
OX103877.1,6308555,6308571
OX103877.1,6310902,6310918
OX103877.1,6324920,6324937
OX103877.1,6324986,6324999
OX103877.1,6333118,6333134
OX103877.1,6336955,6336970
OX103877.1,6338698,6338712
OX103877.1,6393538,6393552
OX103877.1,6559240,6559254
OX103877.1,6569452,6569469
OX103877.1,6573068,6573085
OX103877.1,6586836,6586854
OX103877.1,6623790,6623805
OX103877.1,6631115,6631128
OX103877.1,6671660,6671675
OX103877.1,6686476,6686488
OX103877.1,6708898,6708910
OX103877.1,6714797,6714812
OX103877.1,6722643,6722655
OX103877.1,6729186,6729201
OX103877.1,6732941,6732956
OX103877.1,6733897,6733914
OX103877.1,6803786,6803801
OX103877.1,6819102,6819114
OX103877.1,6837205,6837219
OX103877.1,6858536,6858551
OX103877.1,6883035,6883048
OX103877.1,6891515,6891529
OX103877.1,6894800,6894815
OX103877.1,6926671,6926688
OX103877.1,6962289,6962301
OX103877.1,6971354,6971369
OX103877.1,6984386,6984401
OX103877.1,7056065,7056079
OX103877.1,7057270,7057286
OX103877.1,7107836,7107851
OX103877.1,7118625,7118642
OX103877.1,7121465,7121482
OX103877.1,7131041,7131056
OX103877.1,7181730,7181747
OX103877.1,7184690,7184707
OX103877.1,7211527,7211542
OX103877.1,7213180,7213196
OX103877.1,7259413,7259430
OX103877.1,7282182,7282199
OX103877.1,7300897,7300911
OX103877.1,7327981,7327998
